6;0
2;2
-2;2
0;1
3;-4
2;-3
2;-3
4;-1
-2;-2
1;-3
1;-3
3;1
1;-4
2;-1
1;0
0;-2
4;0
1;-4
-2;-3
2;0
-1;-1
3;0
1;-1
3;-3
4;0
3;-7
4;-1
0;1
-2;-1
2;-1
2;-1
-1;-2
0;-2
-2;-2
5;-3
-3;0
4;1
2;-2
-2;-5
3;2
-5;0
5;-4
2;-2
6;-3
2;3
0;-2
1;0
1;4
-1;-3
3;-4
-1;3
1;-3
1;2
6;1
1;-2
2;-1
0;-1
-2;1
-2;0
1;-2
2;2
2;-3
-1;-1
4;3
-4;-1
4;1
-1;2
5;-2
2;-1
-1;1
1;-2
2;-2
-2;-3
-1;-1
0;-1
0;-2
0;-1
1;1
-1;-3
4;-4
1;1
1;-2
5;2
-1;1
3;2
-2;-1
1;-1
-2;-2
2;-1
1;0
1;-4
1;0
2;0
0;-2
0;-2
0;-1
1;-1
2;-5
5;0
-1;-1
2;-1
-1;-3
3;-1
0;-1
1;-6
6;2
1;1
1;-10
5;1
2;-8
-1;-8
5;2
0;-7
3;0
-2;2
0;-6
2;-2
0;-4
2;-4
0;1
3;-1
4;-13
4;-15
-8;-12
14;-18
13;31
-10;-7
5;1
-15;-9
4;-5
5;-10
2;-2
8;13
-5;-4
-3;-7
0;-3
6;-5
6;7
5;7
-1;-5
2;-4
-6;-7
3;1
7;3
3;-1
0;0
-1;-3
-3;-3
2;-2
3;2
2;-4
0;-4
-5;-3
-1;-1
1;-1
3;-1
3;-2
0;1
0;-2
1;0
-1;1
3;-3
-1;-2
2;0
-1;0
-1;-3
4;-2
0;-3
0;-7
-1;-1
1;-1
1;0
1;-1
0;0
1;-1
0;0
3;1
4;5
-1;-1
-7;-7
-2;-8
-4;-8
-1;-3
9;4
-2;1
6;-10
-5;-3
-3;-3
1;-3
3;-5
1;0
1;-4
-1;-7
-5;-9
-2;-3
5;5
3;11
-6;8
10;8
9;8
16;4
10;0
12;-9
-20;-20
-2;-26
-7;-1
-5;-19
5;5
-20;-2
-21;-8
-19;-2
-14;16
1;-16
0;-12
0;-18
11;-8
-5;-4
4;1
-3;-14
0;6
3;6
4;1
1;-3
6;-2
1;-8
2;-7
8;-1
-10;-4
3;-1
-4;-9
-1;-6
-8;-6
2;-6
5;9
9;-2
11;2
5;4
8;-1
8;3
2;9
2;9
1;6
9;9
9;6
-4;11
3;2
3;-2
-4;2
-2;-2
-1;-2
0;-1
3;-1
7;1
-2;2
4;2
1;4
0;2
5;1
8;-2
5;1
4;3
1;-1
-5;0
12;6
4;5
3;3
1;-3
4;-2
-1;4
8;1
1;-1
5;-1
10;-7
6;-2
1;3
2;-2
-4;-1
2;-2
-2;-2
3;-2
0;-3
-3;-2
-4;-2
-2;-5
-2;-3
-1;0
-6;-2
-6;-3
-8;-5
-5;-3
31;-4
256;2
205;4
170;-13
227;10
273;-6
290;-3
307;3
295;3
293;-4
284;-11
248;-9
224;2
193;0
175;-5
115;0
115;0
79;-3
55;-1
17;-1
-7;-2
-15;-2
-18;-2
-11;-3
-14;-4
-1;-2
2;-1
0;-2
-2;-4
0;-3
3;-3
28;-4
28;-5
59;-3
75;2
93;-1
109;0
119;-1
130;-3
129;18
137;-9
124;16
100;7
77;-8
66;6
46;-7
24;-4
-2;6
-13;-3
-17;-3
-25;-1
-19;0
30;-2
107;-1
238;2
455;0
768;2
1163;3
1622;-3
2142;-4
3184;-1
3624;-10
3998;-4
4277;-8
4443;-9
4471;-4
3948;-4
2770;9
986;0
-758;14
-1599;8
-2227;12
-2820;0
-3251;-2
-3548;3
-3860;3
-3847;7
-3721;-7
-3721;-6
-3219;-8
-2920;3
-2577;-11
-2213;-11
-1875;-16
-1875;-16
-1278;-14
-1013;5
-508;-10
-508;-9
-185;2
-80;-9
91;0
150;-2
190;1
221;2
236;3
245;1
251;1
256;0
264;5
264;3
283;2
316;0
384;1
528;2
742;-4
1030;-1
1373;-3
1815;-3
2676;-3
2676;-5
3181;-4
3888;-2
4160;-1
4325;-1
4415;5
4325;1
4053;1
2978;3
2978;3
2365;6
925;9
91;9
-785;9
-2364;2
-3010;6
-3573;3
-3981;-4
-4241;0
-4426;1
-4471;3
-4035;-8
-3592;-2
-3113;-1
-2588;-10
-2083;-15
-1565;-16
-1130;-10
-753;-13
-434;-8
-193;6
44;-17
97;-6
135;3
153;5
152;2
127;2
98;1
70;2
31;3
-6;4
-49;-1
-91;0
-163;0
-185;0
-188;-1
-132;0
-46;-3
303;-3
569;-2
937;2
1300;1
1664;-3
2067;-3
2433;-2
2819;-2
3169;1
3762;-7
3975;-8
4121;-4
4151;-1
4090;-1
3742;0
3098;0
2267;9
1327;6
366;-4
-1410;28
-2167;3
-2837;9
-3401;13
-3698;6
-3855;10
-3981;-4
-3856;8
-3557;-6
-2853;-3
-2487;-10
-2107;-9
-1760;-9
-1413;-7
-1092;-12
-778;-13
-510;-7
-275;-7
69;-8
198;-4
303;-7
372;-1
439;3
474;3
501;3
522;1
522;4
516;8
486;3
455;4
410;4
368;6
317;4
207;3
165;3
119;0
78;2
46;-2
10;-1
-26;-3
-48;-4
-43;-1
-18;0
-39;-2
-39;-6
-32;-3
8;-2
42;-3
63;-9
70;-5
47;-5
91;-3
153;0
153;-11
110;-8
-43;-2
-88;-7
-105;-9
-101;-9
-101;-4
-102;-2
-107;-8
-98;-5
-101;-5
-125;-3
-135;-1
-134;0
-21;-5
185;-1
533;-4
969;-6
1413;-7
1924;-3
2907;-5
3762;-7
4129;-5
4355;-2
4466;-1
4386;3
4112;3
3641;6
2935;12
1273;13
523;-6
-365;38
-1143;17
-1817;6
-2362;-3
-2805;16
-3223;3
-3549;4
-3903;3
-3890;-13
-3826;4
-3672;-3
-3406;1
-3119;-18
-2242;-11
-1802;-14
-1426;-5
-799;-15
-556;-9
-368;-7
-230;-8
-135;-1
-67;-5
-33;-4
-2;4
18;1
43;2
79;1
128;6
335;3
531;2
764;0
1103;-5
1516;-3
2048;0
2618;-3
3674;-8
4116;-3
4482;-3
4808;4
4688;3
4291;1
3598;3
2724;8
1704;5
892;-21
129;32
-835;-5
-2683;-2
-3088;13
-3431;2
-3712;7
-3945;-5
-4001;-6
-4014;-6
-3603;-11
-3240;-16
-2843;-11
-2433;-13
-2053;-8
-1678;-10
-1316;-8
-993;-6
-697;-15
-436;-6
-232;-6
-59;-3
181;-3
258;1
321;3
368;3
392;2
416;7
495;5
603;4
771;5
1048;0
1417;3
1909;0
2449;-5
2997;-4
3528;-4
3992;-7
4378;-2
4852;-5
4848;0
4589;0
4043;1
3314;1
2477;12
1606;-9
866;16
90;31
-1591;-12
-2760;10
-3290;16
-3804;-5
-4188;2
-4412;5
-4586;-1
-4666;-3
-4582;5
-4259;-2
-3177;-6
-2661;-19
-2144;-21
-1691;-9
-1288;-11
-945;-10
-945;-10
-945;-10
-945;-23
-251;-12
-233;-6
-234;-1
-258;4
-280;7
-299;13
-294;10
-280;10
-280;10
-187;9
-144;9
-75;4
-56;2
-33;4
23;3
35;-2
49;-2
61;-3
63;-5
70;-6
67;0
69;-3
70;-2
78;-1
92;2
89;2
74;1
57;3
51;4
31;2
15;5
-27;5
-58;11
-110;3
-128;4
-141;5
-169;-6
-189;-1
-204;2
-213;1
-221;2
-221;0
-226;-1
-215;0
-203;0
-183;-2
-170;-1
-150;-4
-134;-2
-120;-1
-99;-7
-61;2
-43;-2
-12;-3
4;-1
12;0
23;-1
28;-2
32;0
32;-3
27;-2
19;0
20;-1
-6;1
-19;-3
-36;-3
-33;0
-37;1
-36;-1
-35;-2
-29;-1
-22;1
-14;-1
-2;0
3;-3
5;-1
0;-2
-4;-5
-6;-4
-3;-1
-2;0
-3;-1
-6;-3
-11;-2
-11;0
-11;-6
-11;-4
-17;-5
-17;0
-19;-4
