time left right acc
21.23 4 -11 0
21.25 5 -11 0
21.27 5 -10 0
21.28 5 -10 0
21.30 5 -9 0
21.32 5 -8 0
21.33 5 -7 0
21.35 5 -7 0
21.37 5 -6 0
21.38 5 -6 0
21.40 5 -5 0
21.42 5 -5 0
21.43 4 -4 0
21.45 4 -4 0
21.47 4 -4 0
21.48 3 -4 0
21.50 3 -3 0
21.52 3 -3 0
21.53 2 -3 0
21.55 2 -3 0
21.57 2 -3 0
21.58 2 -3 0
21.60 2 -3 0
21.62 2 -3 0
21.63 2 -3 0
21.65 2 -4 0
21.67 2 -4 0
21.68 2 -3 0
21.70 2 -3 0
21.72 2 -2 0
21.73 2 -2 0
21.75 2 -1 0
21.77 2 -1 0
21.78 2 -2 1
21.80 2 -4 1
21.82 3 -6 1
21.83 3 -8 1
21.85 3 -9 1
21.87 4 -10 1
21.88 4 -10 0
21.90 5 -10 0
21.92 5 -9 0
21.93 5 -8 1
21.95 5 -7 1
21.97 6 -5 1
21.98 5 -4 1
22.00 5 -2 1
22.02 5 -1 0
22.03 5 -1 0
22.05 5 0 0
22.07 4 0 0
22.08 4 0 0
22.10 4 0 0
22.12 3 0 0
22.13 3 0 0
22.15 3 0 0
22.17 3 0 0
22.18 2 0 0
22.20 2 0 0
22.22 2 0 0
22.23 2 -1 0
22.25 2 -1 0
22.27 2 -1 0
22.28 2 -2 0
22.30 2 -2 0
22.32 2 -2 0
22.33 2 -2 0
22.35 2 -2 0
22.37 2 -2 0
22.38 2 -2 0
22.40 3 -3 0
22.42 3 -3 0
22.43 3 -3 0
22.45 3 -3 0
22.47 4 -4 0
22.48 4 -4 0
22.50 4 -4 0
22.52 4 -4 0
22.53 4 -4 0
22.55 4 -5 0
22.57 3 -5 0
22.58 3 -5 0
22.60 3 -5 0
22.62 3 -5 0
22.63 3 -5 0
22.65 3 -5 0
22.67 3 -4 0
22.68 3 -4 0
22.70 3 -4 0
22.72 3 -4 0
22.73 3 -4 0
22.75 3 -3 0
22.77 3 -3 0
22.78 3 -3 0
22.80 3 -3 0
22.82 3 -3 0
22.83 3 -3 0
22.85 3 -3 0
22.87 3 -3 0
22.88 3 -3 0
22.90 3 -3 0
22.92 3 -3 0
22.93 3 -3 0
22.95 3 -3 0
22.97 3 -3 0
22.98 2 -3 0
23.00 2 -3 0
23.02 2 -4 0
23.03 2 -4 0
23.05 2 -4 0
23.07 3 -4 0
23.08 3 -4 0
23.10 3 -4 0
23.12 3 -4 0
23.13 3 -3 0
23.15 3 -3 0
23.17 3 -3 0
23.18 3 -3 0
23.20 3 -3 0
23.22 3 -3 0
23.23 3 -3 0
23.25 3 -3 0
23.27 3 -3 0
23.28 3 -3 0
23.30 3 -3 0
23.32 3 -3 0
23.33 3 -3 0
23.35 3 -3 0
23.37 3 -3 0
23.38 3 -3 0
23.40 3 -3 0
23.42 3 -3 0
23.43 3 -3 0
23.45 3 -4 0
23.47 3 -4 0
23.48 3 -4 0
23.50 3 -4 0
23.52 3 -4 0
23.53 3 -4 0
23.55 3 -3 0
23.57 3 -3 0
23.58 3 -3 0
23.60 3 -3 0
23.62 3 -3 0
23.63 3 -3 0
23.65 3 -3 0
23.67 3 -3 0
23.68 3 -3 0
23.70 3 -3 0
23.72 3 -3 0
23.73 3 -3 0
23.75 3 -3 0
23.77 3 -3 0
23.78 3 -3 0
23.80 3 -3 0
23.82 3 -3 0
23.83 3 -3 0
23.85 3 -3 0
23.87 3 -3 0
23.88 3 -3 0
23.90 3 -3 0
23.92 3 -3 0
23.93 3 -3 0
23.95 3 -3 0
23.97 3 -3 0
23.98 3 -3 0
24.00 3 -3 0
24.02 3 -3 0
24.03 3 -3 0
24.05 3 -3 0
24.07 3 -3 0
24.08 3 -3 0
24.10 3 -3 0
24.12 3 -3 0
24.13 3 -3 0
24.15 3 -3 0
24.17 3 -3 0
24.18 3 -3 0
24.20 3 -3 0
24.22 3 -3 0
24.23 3 -3 0
24.25 3 -3 0
24.27 3 -3 0
24.28 3 -3 0
24.30 3 -3 0
24.32 3 -3 0
24.33 3 -3 0
24.35 3 -3 0
24.37 3 -3 0
24.38 3 -3 0
24.40 2 -3 0
24.42 3 -3 0
24.43 2 -3 0
24.45 3 -3 0
24.47 3 -3 0
24.48 3 -3 0
24.50 3 -3 0
24.52 3 -3 0
24.53 3 -3 0
24.55 3 -3 0
24.57 3 -3 0
24.58 3 -3 0
24.60 3 -3 0
24.62 3 -3 0
24.63 3 -3 0
24.65 3 -3 0
24.67 3 -3 0
24.68 3 -3 0
24.70 3 -3 0
24.72 3 -3 0
24.73 3 -3 0
24.75 3 -3 0
24.77 3 -3 0
24.78 3 -3 0
24.80 3 -3 0
24.82 3 -3 0
24.83 3 -3 0
24.85 3 -3 0
24.87 3 -3 0
24.88 3 -3 0
24.90 3 -3 0
24.92 3 -3 0
24.93 3 -3 0
24.95 3 -3 0
24.97 3 -3 0
24.98 3 -3 0
25.00 3 -3 0
25.02 3 -3 0
25.03 3 -3 0
25.05 3 -4 0
25.07 2 -4 0
25.08 2 -4 0
25.10 2 -3 0
25.12 3 -3 0
25.13 3 -3 0
25.15 3 -3 0
25.17 3 -3 0
25.18 3 -3 0
25.20 3 -3 0
25.22 3 -3 0
25.23 3 -3 0
25.25 3 -3 0
25.27 3 -3 0
25.28 3 -3 0
25.30 3 -3 0
25.32 3 -3 0
25.33 3 -4 0
25.35 3 -4 0
25.37 3 -4 0
25.38 3 -4 0
25.40 3 -4 0
25.42 3 -4 0
25.43 4 -3 0
25.45 4 -3 0
25.47 4 -3 0
25.48 4 -3 0
25.50 3 -3 0
25.52 3 -3 0
25.53 3 -3 0
25.55 3 -3 0
25.57 3 -3 0
25.58 3 -3 0
25.60 3 -3 0
25.62 3 -3 0
25.63 3 -3 0
25.65 3 -3 0
25.67 3 -3 0
25.68 3 -3 0
25.70 3 -3 0
25.72 3 -3 0
25.73 3 -3 0
25.75 3 -3 0
25.77 3 -3 0
25.78 3 -3 0
25.80 3 -3 0
25.82 3 -3 0
25.83 3 -3 0
25.85 3 -3 0
25.87 4 -3 0
25.88 4 -3 0
25.90 4 -3 0
25.92 4 -3 0
25.93 4 -3 0
25.95 4 -3 0
25.97 4 -3 0
25.98 4 -3 0
26.00 4 -3 0
26.02 3 -3 0
26.03 3 -3 0
26.05 3 -3 0
26.07 3 -3 0
26.08 3 -3 0
26.10 3 -3 0
26.12 3 -3 0
26.13 3 -3 0
26.15 2 -3 0
26.17 2 -3 0
26.18 3 -3 0
26.20 3 -3 0
26.22 3 -3 0
26.23 3 -3 0
26.25 3 -3 0
26.27 3 -3 0
26.28 3 -3 0
26.30 3 -3 0
26.32 3 -3 0
26.33 3 -4 0
26.35 3 -4 0
26.37 3 -4 0
26.38 3 -4 0
26.40 3 -4 0
26.42 3 -3 0
26.43 3 -3 0
26.45 3 -3 0
26.47 3 -3 0
26.48 3 -3 0
26.50 3 -3 0
26.52 3 -3 0
26.53 3 -3 0
26.55 3 -3 0
26.57 3 -3 0
26.58 2 -3 0
26.60 2 -3 0
26.62 2 -3 0
26.63 2 -3 0
26.65 2 -3 0
26.67 2 -3 0
26.68 2 -3 0
26.70 2 -3 0
26.72 2 -3 0
26.73 2 -3 0
26.75 3 -3 0
26.77 3 -3 0
26.78 3 -3 0
26.80 3 -3 0
26.82 3 -3 0
26.83 3 -3 0
26.85 3 -3 0
26.87 3 -3 0
26.88 3 -3 0
26.90 4 -3 0
26.92 4 -3 0
26.93 4 -4 0
26.95 4 -4 0
26.97 4 -4 0
26.98 4 -4 0
27.00 3 -4 0
27.02 3 -4 0
27.03 3 -4 0
27.05 3 -4 0
27.07 3 -4 0
27.08 3 -4 0
27.10 3 -4 0
27.12 2 -4 0
27.13 2 -4 0
27.15 2 -3 0
27.17 2 -3 0
27.18 2 -3 0
27.20 2 -3 0
27.22 2 -3 0
27.23 2 -3 0
27.25 2 -3 0
27.27 2 -3 0
27.28 2 -3 0
27.30 3 -3 0
27.32 3 -3 0
27.33 3 -3 0
27.35 3 -3 0
27.37 3 -3 0
27.38 3 -3 0
27.40 3 -3 0
27.42 3 -3 0
27.43 3 -3 0
27.45 3 -3 0
27.47 3 -3 0
27.48 3 -3 0
27.50 3 -3 0
27.52 3 -3 0
27.53 3 -3 0
27.55 3 -4 0
27.57 3 -4 0
27.58 3 -3 0
27.60 3 -3 0
27.62 3 -3 0
27.63 3 -3 0
27.65 2 -3 0
27.67 2 -3 0
27.68 3 -3 0
27.70 2 -3 0
27.72 3 -3 0
27.73 3 -3 0
27.75 3 -3 0
27.77 3 -3 0
27.78 3 -3 0
27.80 3 -3 0
27.82 3 -3 0
27.83 3 -3 0
27.85 3 -3 0
27.87 3 -3 0
27.88 3 -3 0
27.90 3 -3 0
27.92 3 -3 0
27.93 3 -3 0
27.95 3 -3 0
27.97 3 -3 0
27.98 3 -3 0
28.00 3 -4 0
28.02 3 -4 0
28.03 3 -4 0
28.05 3 -3 0
28.07 3 -3 0
28.08 3 -3 0
28.10 3 -3 0
28.12 3 -3 0
28.13 3 -3 0
28.15 3 -3 0
28.17 3 -3 0
28.18 3 -3 0
28.20 3 -3 0
28.22 3 -3 0
28.23 3 -3 0
28.25 3 -3 0
28.27 3 -3 0
28.28 3 -3 0
28.30 3 -3 0
28.32 3 -3 0
28.33 3 -3 0
28.35 3 -3 0
28.37 3 -3 0
28.38 3 -3 0
28.40 3 -3 0
28.42 3 -3 0
28.43 3 -3 0
28.45 3 -3 0
28.47 3 -3 0
28.48 3 -3 0
28.50 3 -3 0
28.52 3 -3 0
28.53 3 -3 0
28.55 3 -3 0
28.57 3 -3 0
28.58 3 -3 0
28.60 3 -3 0
28.62 3 -3 0
28.63 3 -3 0
28.65 3 -3 0
28.67 3 -3 0
28.68 3 -3 0
28.70 3 -3 0
28.72 3 -3 0
28.73 3 -3 0
28.75 3 -3 0
28.77 3 -3 0
28.78 3 -3 0
28.80 3 -4 0
28.82 3 -4 0
28.83 3 -4 0
28.85 3 -4 0
28.87 3 -4 0
28.88 3 -4 0
28.90 3 -4 0
28.92 3 -4 0
28.93 3 -3 0
28.95 3 -3 0
28.97 3 -3 0
28.98 3 -3 0
29.00 3 -3 0
29.02 3 -3 0
29.03 3 -3 0
29.05 3 -3 0
29.07 3 -3 0
29.08 3 -3 0
29.10 3 -3 0
29.12 3 -3 0
29.13 3 -3 0
29.15 3 -3 0
29.17 3 -3 0
29.18 3 -3 0
29.20 3 -3 0
29.22 3 -4 0
29.23 3 -4 0
29.25 3 -4 0
29.27 3 -4 0
29.28 3 -4 0
29.30 3 -4 0
29.32 3 -4 0
29.33 3 -3 0
29.35 3 -3 0
29.37 3 -3 0
29.38 3 -3 0
29.40 3 -3 0
29.42 3 -3 0
29.43 3 -3 0
29.45 3 -3 0
29.47 3 -3 0
29.48 3 -3 0
29.50 3 -3 0
29.52 3 -3 0
29.53 3 -3 0
29.55 3 -3 0
29.57 3 -3 0
29.58 3 -3 0
29.60 3 -3 0
29.62 3 -3 0
29.63 3 -3 0
29.65 3 -3 0
29.67 3 -3 0
29.68 3 -3 0
29.70 3 -3 0
29.72 3 -3 0
29.73 3 -3 0
29.75 3 -3 0
29.77 3 -3 0
29.78 3 -3 0
29.80 3 -3 0
29.82 3 -3 0
29.83 4 -3 0
29.85 4 -3 0
29.87 4 -3 0
29.88 6 -3 1
29.90 7 -3 1
29.92 11 -3 3
29.93 19 -4 8
29.95 33 -4 13
29.97 51 -5 18
29.98 75 -5 24
30.00 104 -5 29
30.02 138 -5 33
30.03 174 -5 36
30.05 209 -4 36
30.07 245 -2 36
30.08 275 0 30
30.10 296 0 22
30.12 312 1 16
30.13 323 2 10
30.15 329 2 6
30.17 333 2 3
30.18 333 1 0
30.20 332 0 1
30.22 333 -1 1
30.23 333 -2 1
30.25 333 -4 1
30.27 333 -5 1
30.28 334 -6 0
30.30 334 -6 0
30.32 334 -6 0
30.33 334 -6 0
30.35 335 -5 0
30.37 335 -5 0
30.38 335 -4 0
30.40 336 -3 0
30.42 336 -3 0
30.43 336 -3 0
30.45 336 -3 0
30.47 335 -3 0
30.48 335 -3 0
30.50 334 -3 1
30.52 332 -4 1
30.53 333 -4 0
30.55 333 -4 0
30.57 333 -4 0
30.58 333 -4 0
30.60 333 -5 0
30.62 334 -5 0
30.63 332 -5 1
30.65 331 -4 0
30.67 332 -4 0
30.68 331 -4 0
30.70 331 -3 0
30.72 331 -3 0
30.73 331 -2 0
30.75 332 -2 0
30.77 332 -2 0
30.78 331 -1 0
30.80 331 -1 0
30.82 331 0 0
30.83 330 0 0
30.85 330 0 0
30.87 329 0 0
30.88 329 0 0
30.90 329 -1 0
30.92 328 -1 0
30.93 328 -1 0
30.95 327 -2 0
30.97 327 -2 0
30.98 326 -3 0
31.00 326 -3 0
31.02 326 -4 0
31.03 325 -4 0
31.05 324 -5 0
31.07 324 -5 0
31.08 324 -5 0
31.10 325 -6 0
31.12 325 -6 0
31.13 324 -6 1
31.15 324 -6 0
31.17 324 -6 0
31.18 324 -6 0
31.20 324 -6 0
31.22 323 -5 0
31.23 324 -5 0
31.25 324 -5 0
31.27 324 -4 0
31.28 325 -3 0
31.30 325 -3 0
31.32 325 -3 0
31.33 326 -2 0
31.35 325 -2 0
31.37 325 -2 0
31.38 325 -2 0
31.40 324 -2 0
31.42 324 -2 0
31.43 324 -2 0
31.45 324 -2 0
31.47 325 -2 0
31.48 325 -2 0
31.50 326 -3 0
31.52 326 -3 0
31.53 327 -3 0
31.55 327 -3 0
31.57 327 -3 0
31.58 328 -3 0
31.60 329 -4 1
31.62 327 -4 2
31.63 327 -4 0
31.65 327 -3 0
31.67 327 -3 0
31.68 328 -3 0
31.70 328 -3 0
31.72 325 -3 2
31.73 324 -3 0
31.75 325 -3 0
31.77 325 -2 0
31.78 326 -2 0
31.80 326 -2 0
31.82 326 -2 0
31.83 327 -2 1
31.85 327 -1 0
31.87 324 -1 3
31.88 318 -1 5
31.90 309 -1 9
31.92 293 0 15
31.93 269 0 23
31.95 238 0 31
31.97 203 0 34
31.98 168 0 35
32.00 136 -1 32
32.02 107 -1 29
32.03 80 -1 26
32.05 58 -1 22
32.07 41 -2 17
32.08 28 -2 13
32.10 18 -2 9
32.12 11 -2 7
32.13 5 -2 5
32.15 1 -2 3
32.17 0 -2 2
32.18 -1 -2 1
32.20 -1 -2 0
32.22 -1 -2 0
32.23 0 -1 0
32.25 0 -1 0
32.27 0 -1 0
32.28 1 -1 1
32.30 2 -1 1
32.32 3 -1 0
32.33 4 -1 0
32.35 4 -1 0
32.37 4 -2 0
32.38 4 -2 0
32.40 3 -2 0
32.42 2 -2 0
32.43 2 -2 0
32.45 1 -3 0
32.47 0 -3 0
32.48 0 -3 0
32.50 0 -3 0
32.52 0 -3 0
32.53 -2 -4 1
32.55 -4 -4 1
32.57 -7 -4 3
32.58 -13 -4 5
32.60 -21 -4 8
32.62 -32 -4 10
32.63 -45 -4 13
32.65 -60 -4 15
32.67 -77 -4 17
32.68 -100 -5 23
32.70 -124 -5 23
32.72 -148 -5 23
32.73 -173 -6 24
32.75 -197 -6 23
32.77 -220 -6 22
32.78 -241 -6 21
32.80 -261 -6 20
32.82 -278 -6 16
32.83 -295 -6 16
32.85 -313 -5 17
32.87 -329 -5 16
32.88 -343 -4 13
32.90 -353 -4 10
32.92 -360 -3 7
32.93 -366 -3 6
32.95 -370 -3 3
32.97 -371 -4 1
32.98 -371 -4 0
33.00 -371 -5 1
33.02 -372 -6 1
33.03 -371 -7 0
33.05 -371 -8 0
33.07 -371 -8 0
33.08 -370 -8 0
33.10 -367 -8 2
33.12 -367 -8 0
33.13 -367 -7 0
33.15 -367 -6 0
33.17 -367 -5 0
33.18 -367 -5 0
33.20 -367 -4 0
33.22 -368 -3 0
33.23 -367 -3 0
33.25 -367 -2 0
33.27 -367 -2 0
33.28 -366 -2 0
33.30 -366 -1 0
33.32 -367 -2 0
33.33 -367 -2 0
33.35 -366 -2 0
33.37 -365 -3 0
33.38 -365 -3 0
33.40 -364 -4 0
33.42 -364 -4 0
33.43 -363 -4 0
33.45 -363 -5 0
33.47 -363 -5 0
33.48 -362 -5 0
33.50 -362 -5 0
33.52 -362 -5 0
33.53 -362 -5 0
33.55 -361 -4 1
33.57 -360 -4 0
33.58 -361 -4 0
33.60 -361 -3 0
33.62 -361 -3 0
33.63 -362 -3 0
33.65 -362 -2 0
33.67 -363 -2 0
33.68 -363 -2 0
33.70 -363 -2 0
33.72 -363 -2 0
33.73 -363 -2 0
33.75 -363 -2 0
33.77 -362 -2 0
33.78 -362 -2 0
33.80 -363 -1 0
33.82 -363 -1 0
33.83 -363 -1 0
33.85 -363 -1 0
33.87 -363 -2 0
33.88 -364 -2 0
33.90 -364 -2 0
33.92 -364 -2 0
33.93 -365 -2 0
33.95 -365 -2 0
33.97 -365 -3 0
33.98 -365 -3 0
34.00 -365 -3 0
34.02 -365 -3 0
34.03 -364 -3 0
34.05 -364 -4 0
34.07 -360 -4 3
34.08 -360 -4 0
34.10 -360 -4 0
34.12 -360 -4 0
34.13 -360 -4 0
34.15 -360 -4 0
34.17 -359 -4 0
34.18 -360 -4 0
34.20 -359 -4 0
34.22 -359 -4 0
34.23 -358 -4 1
34.25 -357 -4 0
34.27 -357 -3 0
34.28 -356 -3 0
34.30 -356 -3 0
34.32 -356 -3 0
34.33 -356 -3 0
34.35 -356 -3 0
34.37 -354 -3 1
34.38 -353 -3 1
34.40 -351 -3 1
34.42 -349 -3 1
34.43 -347 -3 2
34.45 -343 -3 3
34.47 -338 -3 4
34.48 -329 -3 8
34.50 -321 -3 8
34.52 -305 -3 16
34.53 -281 -3 24
34.55 -250 -3 30
34.57 -213 -4 36
34.58 -177 -4 36
34.60 -142 -4 34
34.62 -109 -4 33
34.63 -81 -4 28
34.65 -57 -3 23
34.67 -39 -3 18
34.68 -25 -3 13
34.70 -14 -2 10
34.72 -6 -2 8
34.73 1 -2 7
34.75 6 -2 5
34.77 10 -2 3
34.78 13 -2 3
34.80 15 -2 1
34.82 15 -3 0
34.83 15 -3 0
34.85 14 -4 0
34.87 13 -4 1
34.88 11 -5 1
34.90 9 -6 2
34.92 7 -6 2
34.93 4 -7 2
34.95 2 -7 2
34.97 0 -8 1
34.98 0 -8 1
35.00 0 -7 0
35.02 0 -7 0
35.03 0 -6 0
35.05 0 -5 0
35.07 1 -5 1
35.08 2 -5 1
35.10 3 -4 1
35.12 4 -4 0
35.13 5 -4 0
35.15 6 -3 0
35.17 6 -3 0
35.18 6 -2 0
35.20 6 0 1
35.22 6 5 5
35.23 5 14 9
35.25 5 29 14
35.27 4 49 20
35.28 4 72 22
35.30 4 97 25
35.32 5 125 27
35.33 6 152 26
35.35 7 178 27
35.37 8 206 28
35.38 9 229 23
35.40 10 248 18
35.42 10 264 16
35.43 10 273 8
35.45 9 278 5
35.47 8 282 4
35.48 6 282 2
35.50 3 282 2
35.52 1 281 2
35.53 0 279 3
35.55 -2 279 1
35.57 -3 278 1
35.58 -4 278 0
35.60 -3 278 0
35.62 -3 278 0
35.63 -2 277 1
35.65 0 277 1
35.67 0 277 1
35.68 1 277 1
35.70 3 277 1
35.72 4 276 1
35.73 5 276 0
35.75 5 276 0
35.77 6 276 0
35.78 5 276 0
35.80 5 277 0
35.82 4 277 0
35.83 3 277 0
35.85 2 277 1
35.87 1 278 0
35.88 1 278 0
35.90 0 278 0
35.92 0 279 0
35.93 0 279 0
35.95 0 279 0
35.97 0 280 0
35.98 0 280 0
36.00 0 280 0
36.02 0 280 0
36.03 1 280 0
36.05 1 281 0
36.07 2 281 0
36.08 2 282 0
36.10 3 282 0
36.12 4 283 0
36.13 5 283 0
36.15 6 284 0
36.17 7 284 0
36.18 7 284 0
36.20 8 284 0
36.22 9 284 0
36.23 9 284 0
36.25 9 285 0
36.27 9 285 0
36.28 9 285 0
36.30 9 284 1
36.32 8 285 0
36.33 7 285 0
36.35 7 285 0
36.37 6 285 0
36.38 5 284 0
36.40 4 284 0
36.42 4 284 0
36.43 3 284 0
36.45 2 283 0
36.47 2 283 0
36.48 2 283 0
36.50 1 282 0
36.52 1 282 0
36.53 1 282 0
36.55 1 281 0
36.57 1 281 0
36.58 1 280 1
36.60 1 279 1
36.62 2 278 0
36.63 2 278 0
36.65 2 278 0
36.67 2 278 0
36.68 3 277 0
36.70 3 277 0
36.72 3 277 0
36.73 3 277 0
36.75 4 276 1
36.77 4 275 0
36.78 4 275 0
36.80 4 275 0
36.82 4 275 0
36.83 4 274 0
36.85 4 274 0
36.87 4 274 0
36.88 4 274 0
36.90 4 273 0
36.92 3 273 0
36.93 3 273 0
36.95 3 272 0
36.97 3 272 0
36.98 3 272 0
37.00 3 272 0
37.02 3 273 1
37.03 2 272 1
37.05 2 272 0
37.07 2 272 0
37.08 2 272 0
37.10 2 272 0
37.12 2 272 0
37.13 2 272 0
37.15 2 272 0
37.17 3 273 0
37.18 3 273 0
37.20 3 273 0
37.22 3 274 0
37.23 3 274 0
37.25 4 274 0
37.27 4 275 0
37.28 4 275 0
37.30 4 276 0
37.32 4 276 0
37.33 4 276 0
37.35 4 277 0
37.37 4 277 0
37.38 4 278 0
37.40 4 278 0
37.42 4 278 0
37.43 4 279 0
37.45 3 279 0
37.47 3 278 0
37.48 3 277 1
37.50 3 274 3
37.52 3 268 5
37.53 3 257 10
37.55 3 238 19
37.57 2 212 26
37.58 2 178 33
37.60 2 143 34
37.62 3 116 27
37.63 3 87 28
37.65 3 62 24
37.67 3 42 20
37.68 3 21 20
37.70 4 7 14
37.72 5 -2 10
37.73 5 -13 10
37.75 6 -19 6
37.77 6 -25 5
37.78 7 -28 3
37.80 7 -28 0
37.82 7 -28 0
37.83 7 -27 0
37.85 6 -25 2
37.87 6 -23 2
37.88 5 -20 2
37.90 5 -17 3
37.92 4 -14 2
37.93 4 -12 2
37.95 3 -9 2
37.97 2 -7 1
37.98 1 -5 1
38.00 1 -4 1
38.02 0 -3 0
38.03 0 -2 0
38.05 0 -2 0
38.07 0 -2 0
38.08 0 -1 0
38.10 1 -2 0
38.12 1 -4 1
38.13 1 -7 3
38.15 2 -12 5
38.17 3 -21 8
38.18 3 -33 12
38.20 3 -52 19
38.22 4 -73 20
38.23 4 -95 21
38.25 4 -114 18
38.27 4 -136 22
38.28 4 -163 26
38.30 4 -190 26
38.32 3 -215 25
38.33 3 -243 27
38.35 3 -269 26
38.37 3 -295 25
38.38 3 -315 20
38.40 2 -329 13
38.42 2 -339 10
38.43 2 -346 6
38.45 2 -349 2
38.47 2 -350 1
38.48 1 -350 0
38.50 1 -350 0
38.52 0 -348 1
38.53 0 -347 1
38.55 0 -347 0
38.57 0 -347 0
38.58 0 -346 0
38.60 0 -346 0
38.62 0 -345 0
38.63 0 -345 0
38.65 1 -345 0
38.67 2 -345 0
38.68 2 -345 0
38.70 3 -344 0
38.72 3 -344 0
38.73 4 -344 0
38.75 4 -344 0
38.77 5 -344 0
38.78 5 -344 0
38.80 4 -344 0
38.82 4 -344 0
38.83 4 -344 0
38.85 4 -344 0
38.87 3 -344 0
38.88 3 -343 1
38.90 3 -345 2
38.92 3 -345 0
38.93 2 -345 0
38.95 2 -346 1
38.97 2 -347 0
38.98 2 -347 0
39.00 2 -349 2
39.02 2 -350 0
39.03 2 -350 0
39.05 2 -351 0
39.07 2 -351 0
39.08 2 -351 0
39.10 2 -351 0
39.12 2 -351 0
39.13 2 -351 0
39.15 2 -351 0
39.17 2 -351 0
39.18 3 -351 0
39.20 3 -351 0
39.22 3 -351 0
39.23 3 -351 0
39.25 3 -351 0
39.27 3 -351 0
39.28 4 -351 0
39.30 4 -351 0
39.32 4 -351 0
39.33 4 -352 0
39.35 4 -352 0
39.37 4 -353 1
39.38 4 -354 1
39.40 4 -354 0
39.42 4 -353 0
39.43 4 -352 1
39.45 4 -351 0
39.47 4 -350 0
39.48 3 -349 1
39.50 3 -348 1
39.52 3 -347 0
39.53 3 -346 0
39.55 3 -346 0
39.57 3 -345 0
39.58 3 -341 3
39.60 3 -341 0
39.62 3 -341 0
39.63 3 -340 0
39.65 3 -341 0
39.67 3 -340 0
39.68 3 -340 0
39.70 3 -341 1
39.72 3 -341 0
39.73 3 -341 0
39.75 4 -341 0
39.77 4 -341 0
39.78 4 -341 0
39.80 4 -340 0
39.82 4 -340 0
39.83 4 -340 0
39.85 4 -340 0
39.87 4 -340 0
39.88 4 -340 0
39.90 4 -340 0
39.92 4 -340 0
39.93 4 -340 0
39.95 4 -338 1
39.97 4 -339 0
39.98 4 -340 0
40.00 4 -340 0
40.02 4 -341 1
40.03 4 -342 0
40.05 3 -343 1
40.07 3 -345 1
40.08 3 -345 0
40.10 3 -346 0
40.12 3 -346 0
40.13 3 -347 0
40.15 3 -347 0
40.17 3 -347 0
40.18 3 -347 0
40.20 3 -347 0
40.22 3 -347 0
40.23 3 -347 0
40.25 3 -347 0
40.27 3 -347 0
40.28 3 -347 0
40.30 3 -348 0
40.32 3 -348 0
40.33 3 -348 0
40.35 3 -348 0
40.37 3 -348 0
40.38 3 -347 0
40.40 3 -347 0
40.42 3 -347 0
40.43 3 -347 0
40.45 3 -347 0
40.47 3 -346 0
40.48 3 -346 0
40.50 3 -346 0
40.52 3 -345 0
40.53 3 -345 0
40.55 3 -344 0
40.57 3 -343 0
40.58 3 -343 0
40.60 3 -342 0
40.62 3 -341 1
40.63 3 -338 2
40.65 3 -338 0
40.67 3 -337 1
40.68 3 -336 0
40.70 3 -335 0
40.72 3 -335 0
40.73 3 -334 0
40.75 3 -334 0
40.77 3 -333 0
40.78 4 -332 0
40.80 4 -331 1
40.82 4 -327 3
40.83 4 -312 14
40.85 4 -290 22
40.87 4 -261 29
40.88 4 -226 34
40.90 5 -193 32
40.92 5 -163 30
40.93 5 -135 27
40.95 5 -113 22
40.97 6 -92 20
40.98 6 -72 20
41.00 6 -55 17
41.02 6 -40 15
41.03 6 -25 14
41.05 5 -13 12
41.07 5 -1 11
41.08 5 7 9
41.10 4 12 5
41.12 4 15 3
41.13 3 16 1
41.15 3 16 0
41.17 2 15 1
41.18 2 13 2
41.20 1 10 2
41.22 1 7 3
41.23 1 4 2
41.25 1 1 3
41.27 1 0 2
41.28 1 -2 1
41.30 1 -4 1
41.32 2 -5 0
41.33 2 -5 0
41.35 3 -5 0
41.37 3 -4 0
41.38 3 -3 1
41.40 3 -2 1
41.42 3 -1 0
41.43 4 0 0
41.45 4 0 0
41.47 4 0 0
41.48 4 1 0
41.50 4 1 0
41.52 3 1 0
41.53 3 1 0
41.55 3 1 0
41.57 3 0 0
41.58 2 0 0
41.60 2 0 0
41.62 2 0 0
41.63 2 0 0
41.65 2 -1 0
41.67 2 -1 0
41.68 2 -2 0
41.70 2 -2 0
41.72 2 -2 0
41.73 2 -3 0
41.75 3 -3 0
41.77 3 -3 0
41.78 3 -3 0
41.80 3 -3 0
41.82 4 -3 0
41.83 4 -3 0
41.85 4 -4 0
41.87 4 -4 0
41.88 4 -4 0
41.90 4 -4 0
41.92 3 -4 0
41.93 3 -4 0
41.95 3 -4 0
41.97 3 -4 0
41.98 2 -4 0
42.00 2 -3 0
42.02 2 -3 0
42.03 2 -3 0
42.05 2 -3 0
42.07 2 -3 0
42.08 2 -3 0
42.10 2 -3 0
42.12 3 -3 0
42.13 3 -3 0
42.15 3 -3 0
42.17 3 -3 0
42.18 3 -3 0
42.20 3 -3 0
42.22 3 -3 0
42.23 3 -3 0
42.25 3 -3 0
42.27 3 -3 0
42.28 3 -3 0
42.30 3 -3 0
42.32 3 -3 0
42.33 3 -3 0
42.35 3 -3 0
42.37 3 -3 0
42.38 3 -4 0
42.40 3 -4 0
42.42 3 -3 0
42.43 3 -3 0
42.45 3 -3 0
42.47 3 -3 0
42.48 3 -3 0
42.50 3 -3 0
42.52 3 -3 0
